row      NDB_No  FdGrp_Cd                                          Long_Desc      FE
1172    5717       500        Turkey, retail parts, thigh, meat only, raw    1.42
2557   10079      1000  Pork, fresh, shoulder, arm picnic, separable l...    1.42
6902   21407      2100  McDONALD'S, Premium Crispy Chicken Ranch BLT S...    1.42
5209   17111      1700  Veal, rib, separable lean and fat, cooked, bra...    1.41
4537   15056      1500            Fish, mullet, striped, cooked, dry heat    1.41
955     5133       500  Chicken, capons, meat and skin and giblets and...    1.41
3646   12093      1200  Nuts, chestnuts, chinese, raw (Castanea mollis...    1.41
547     3840       300  Infant formula, ABBOTT NUTRITION, SIMILAC, SPE...    1.41
5224   17126      1700  Veal, shoulder, arm, separable lean only, cook...    1.41
4521   15040      1500          Fish, herring, Atlantic, cooked, dry heat    1.41
8663   43130      1600                              Frankfurter, meatless    1.41
5514   17417      1700  Lamb, New Zealand, imported, square-cut should...    1.41
4705   15228      1500  Crustaceans, spiny lobster, mixed species, coo...    1.41
1274    6117       600  CAMPBELL'S Red and White, Bean with Bacon Soup...    1.41
4725   15250      1500                  Mollusks, conch, baked or broiled    1.41
6872   21364      2100                   McDONALD'S, Hotcakes and Sausage    1.41
5450   17353      1700  Lamb, Australian, ground,  85% lean / 15% fat,...    1.41
8530   36601      3600           Restaurant, Chinese, egg rolls, assorted    1.41
7718   25023      2500  Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, ...    1.41
2129    9011       900                  Apples, dried, sulfured, uncooked    1.40
8784   83110      1500                             Fish, mackerel, salted    1.40
5577   18019      1800  Bread, banana, prepared from recipe, made with...    1.40
6669   21023      2100               Fast foods, french toast with butter    1.40
8026   28224      1800            MURRAY, SUGAR FREE, Fudge Dipped Wafers    1.40
1699    7254       700                           Turkey bacon, unprepared    1.40
5519   17422      1700  Lamb, New Zealand, imported, tunnel-boned leg,...    1.40
8722   43384       700                      Beef, bologna, reduced sodium    1.40
5494   17397      1700  Lamb, New Zealand, imported, rack - fully fren...    1.40
1707    7909       700  Luncheon meat, pork and chicken, minced, canne...    1.40
6663   21013      2100   Fast foods, croissant, with egg, cheese, and ham    1.40
5478   17381      1700  Lamb, New Zealand, imported, tunnel-boned leg,...    1.40
1011    5192       500  Turkey, all classes, breast, meat and skin, co...    1.40
8702   43325      1000  Pork, cured, ham, boneless, low sodium, extra ...    1.40
3590   11983      1100  Pickles, chowchow, with cauliflower onion must...    1.40
1658    7050       700                             Mortadella, beef, pork    1.40
324     3012       300                  Babyfood, meat, chicken, strained    1.40
2560   10082      1000  Pork, fresh, shoulder, blade, boston (steaks),...    1.40
7479   23401      1300  Beef, New Zealand, imported, brisket navel end...    1.40
4516   15035      1500                              Fish, haddock, smoked    1.40
8788   93600      1500                                 Turtle, green, raw    1.40
5880   18413      1800                     Bread, pita, white, unenriched    1.40
6381   19440      2500  Snacks, M&M MARS, KUDOS Whole Grain Bar, choco...    1.40
5974   18639      1800     GEORGE WESTON BAKERIES, Thomas English Muffins    1.40
905     5083       500  Chicken, broilers or fryers, leg, meat only, c...    1.40
6397   19800      2500                Snacks, corn cakes, very low sodium    1.40
4007   13856      1300  Beef, rib, small end (ribs 10-12), separable l...    1.40
4818   16081      1600  Mung beans, mature seeds, cooked, boiled, with...    1.40
903     5081       500  Chicken, broilers or fryers, leg, meat only, c...    1.40
4993   16381      1600  Mung beans, mature seeds, cooked, boiled, with...    1.40
6980   21501      2100        KASHI Pizza, Margherita, frozen, unprepared    1.40
6991   21514      2100  KASHI Pizza, Tikka Masala, single serve, froze...    1.40
2878   11098      1100  Brussels sprouts, raw (Brassica oleracea (Gemm...    1.40
5912   18449      1800  Tortillas, ready-to-bake or -fry, corn, withou...    1.40
5037   16521      1600  WORTHINGTON Vegetable Skallops, canned, unprep...    1.40
898     5076       500  Chicken, broilers or fryers, leg, meat and ski...    1.40
6895   21400      2100  Fast foods, cheeseburger; double, regular patt...    1.40
5065   16561      1600  MORNINGSTAR FARMS Corn Dog Mini, frozen, unpre...    1.40
5068   16579      1600          GARDENBURGER Original, frozen, unprepared    1.40
5097   16619      1600  MORNINGSTAR FARMS Tuscan Greens & Beans, froze...    1.40
4750   16010      1600    Beans, baked, canned, with pork and sweet sauce    1.40
6368   19419      2500                                 Snacks, corn cakes    1.40
6085   19046      2500  Snacks, potato chips, made from dried potatoes...    1.40
2632   10183      1000  Pork, cured, ham, boneless, extra lean and reg...    1.40
4660   15183      1500  Fish, tuna, light, canned in oil, without salt...    1.39
5127   17029      1700  Lamb, domestic, rib, separable lean and fat, t...    1.39
4001   13850      1300  Beef, rib, small end (ribs 10-12), separable l...    1.39
3460   11846      1100                         Pumpkin, canned, with salt    1.39
5451   17354      1700  Lamb, New Zealand, imported, Intermuscular fat...    1.39
4600   15119      1500   Fish, tuna, light, canned in oil, drained solids    1.39
5522   17425      1700  Veal, leg, top round, cap off, cutlet, boneles...    1.39
5548   17451      1700  Lamb, Australian, imported, fresh, seam fat, c...    1.39
2734   10906      1000  Pork, cured, ham and water product, slice, bon...    1.39
3142   11424      1100                      Pumpkin, canned, without salt    1.39
877     5055       500  Chicken, broilers or fryers, back, meat only, ...    1.39
6173   19143      1900                 Candies, MR. GOODBAR Chocolate Bar    1.39
2655   10208      1000  Pork, fresh, loin, country-style ribs, separab...    1.39
7487   23409      1300  Beef, New Zealand, imported, eye round, separa...    1.39
2668   10221      1000  Pork, fresh, loin, tenderloin, separable lean ...    1.39
5165   17067      1700  Lamb, New Zealand, imported, frozen, composite...    1.39
7547   23469      1300  Beef, New Zealand, imported, striploin, separa...    1.38
4004   13853      1300  Beef, rib, small end (ribs 10-12), separable l...    1.38
830     5008       500  Chicken, broilers or fryers, meat and skin, co...    1.38
3134   11413      1100                                       Potato flour    1.38
5221   17123      1700  Veal, shoulder, arm, separable lean and fat, c...    1.38
5491   17394      1700  Lamb, New Zealand, imported, netted shoulder, ...    1.38
6940   21458      2100  POPEYES, Fried Chicken, Mild, Thigh, meat and ...    1.38
6095   19058      2500               Snacks, tortilla chips, ranch-flavor    1.38
6941   21459      2100  POPEYES, Fried Chicken, Mild, Wing, meat and s...    1.38
5383   17286      1700  Lamb, Australian, imported, fresh, foreshank, ...    1.38
331     3021       300                Babyfood, meat, meat sticks, junior    1.38
2604   10140      1000  Pork, cured, ham, regular (approximately 13% f...    1.37
7445   23365      1300  Beef, round, eye of round steak, boneless, sep...    1.37
931     5109       500  Chicken, roasting, meat and skin and giblets a...    1.37
896     5074       500  Chicken, broilers or fryers, drumstick, meat o...    1.37
917     5095       500  Chicken, broilers or fryers, thigh, meat and s...    1.37
6899   21404      2100  McDONALD'S, Premium Grilled Chicken Club Sandwich    1.37
2742   10914      1000  Pork, cured, ham -- water added, shank, bone-i...    1.37
2177    9064       900  Cherries, sour, red, canned, water pack, solid...    1.37
829     5007       500  Chicken, broilers or fryers, meat and skin, co...    1.37
1565    6731       600     Soup, bean with bacon, condensed, single brand    1.37
6012   18964      1800       Cinnamon buns, frosted (includes honey buns)    1.37
7412   23332      1300  Beef, round, eye of round roast, boneless, sep...    1.37
7442   23362      1300  Beef, round, eye of round roast, boneless, sep...    1.37
7535   23457      1300  Beef, New Zealand, imported, eye round, separa...    1.37
7787   27048       600                         Sauce, steak, tomato based    1.37
946     5124       500    Chicken, stewing, meat and skin, cooked, stewed    1.37
8703   43326      1000  Pork, cured, ham, low sodium, lean and fat, co...    1.37
6942   21461      2100  Fast foods, grilled chicken, bacon and tomato ...    1.37
5240   17142      1700                                  Veal, ground, raw    1.37
7415   23335      1300  Beef, round, eye of round steak, boneless, sep...    1.37
612     3968       300  Toddler formula, MEAD JOHNSON, ENFAGROW PREMIU...    1.37
5168   17070      1700  Lamb, New Zealand, imported, fore-shank, separ...    1.37
5653   18128      1800            Cake, snack cakes, creme-filled, sponge    1.36
5877   18407      1800  Bagels, plain, unenriched, with calcium propio...    1.36
6082   19042      2500              Snacks, potato chips, barbecue-flavor    1.36
5517   17420      1700  Lamb, New Zealand, imported, rack - fully fren...    1.36
5878   18408      1800  Bagels, plain, unenriched, without calcium pro...    1.36
5425   17328      1700  Lamb, Australian, imported, fresh, shoulder, b...    1.36
859     5037       500  Chicken, broilers or fryers, dark meat, meat a...    1.36
5362   17264      1700  Lamb, New Zealand, imported, frozen, shoulder,...    1.36
868     5046       500  Chicken, broilers or fryers, dark meat, meat o...    1.36
5657   18135      1800       Cake, pudding-type, white, enriched, dry mix    1.36
6754   21226      2100  Pizza, meat and vegetable topping, regular cru...    1.36
1692    7201       700                        OSCAR MAYER, Bologna (beef)    1.36
1680    7072       700                    Salami, dry or hard, pork, beef    1.36
6755   21227      2100  Pizza, meat and vegetable topping, rising crus...    1.36
4347   14310      1400  Beverages, Malted drink mix, natural, with add...    1.36
5419   17322      1700  Lamb, Australian, imported, fresh, shoulder, a...    1.35
5010   16424      1600  Soy sauce made from soy and wheat (shoyu), low...    1.35
6371   19422      2500                  Snacks, potato chips, reduced fat    1.35
889     5067       500  Chicken, broilers or fryers, drumstick, meat a...    1.35
6415   19823      2500            Potato chips, without salt, reduced fat    1.35
8568   42128       700  Turkey ham, sliced, extra lean, prepackaged or...    1.35
901     5079       500  Chicken, broilers or fryers, leg, meat and ski...    1.35
834     5012       500  Chicken, broilers or fryers, meat only, cooked...    1.35
5501   17404      1700  Lamb, New Zealand, imported, hind-shank, separ...    1.34
2601   10136      1000  Pork, cured, ham, boneless, regular (approxima...    1.34
565     3860       300  Child formula, ABBOTT NUTRITION, PEDIASURE, re...    1.34
2652   10205      1000  Pork, fresh, loin, country-style ribs, separab...    1.34
2764   10937      1000  Pork, cured, ham, slice, bone-in, separable le...    1.34
8543   36614      3600  DENNY'S, chicken nuggets, star shaped, from ki...    1.34
890     5068       500  Chicken, broilers or fryers, drumstick, meat a...    1.34
8099   28297      1800  Cake, snack cakes, not chocolate, with icing o...    1.34
